id,issue_id,contributor_id,role_id,order
14619,4649,434,4,1
14620,4650,279,1,1
14621,4650,280,2,1
14622,4650,102,3,1
14623,4650,434,4,1
14624,4651,279,1,1
14625,4651,280,2,1
14626,4651,102,3,1
14627,4651,434,4,1
14628,4652,279,1,1
14629,4652,280,2,1
14630,4652,102,3,1
14631,4652,434,4,1
14632,4652,280,4,2
14633,4653,279,1,1
14634,4653,280,2,1
14635,4653,434,4,1
14636,4654,279,1,1
14637,4654,280,2,1
14638,4654,102,3,1
14639,4654,434,4,1
14640,4655,279,1,1
14641,4655,280,2,1
14642,4655,102,3,1
14643,4655,434,4,1
14644,4655,280,4,2
14645,4656,279,1,1
14646,4656,280,2,1
14647,4656,102,3,1
14648,4656,434,4,1
14649,4656,280,4,2
14650,4657,279,1,1
14651,4657,280,2,1
14652,4657,102,3,1
14653,4657,434,4,1
14654,4657,280,4,2
14655,4658,279,1,1
14656,4658,280,2,1
14657,4658,102,3,1
14658,4658,434,4,1
14659,4659,279,1,1
14660,4659,280,2,1
14661,4659,102,3,1
14662,4659,434,4,1
14663,4659,280,4,2
14664,4660,279,1,1
14665,4660,280,2,1
14666,4660,102,3,1
14667,4660,434,4,1
14668,4660,280,4,2
14669,4661,279,1,1
14670,4661,280,2,1
14671,4661,102,3,1
14672,4661,434,4,1
14673,4661,280,4,2
14674,4662,38,1,1
14675,4662,280,2,1
14676,4663,546,1,1
14677,4663,280,2,1
14678,4663,432,4,1
14679,4664,38,1,1
14680,4664,280,2,1
14681,4665,38,1,1
14682,4665,280,2,1
14683,4666,546,1,1
14684,4666,280,2,1
14685,4666,432,4,1
14686,4667,546,1,1
14687,4667,280,2,1
14688,4667,432,4,1
14689,4668,546,1,1
14690,4668,280,2,1
14691,4668,432,4,1
14692,4669,38,1,1
14693,4669,280,2,1
14694,4670,546,1,1
14695,4670,280,2,1
14696,4670,432,4,1
14697,4671,546,1,1
14698,4671,280,2,1
14699,4671,432,4,1
14700,4672,38,1,1
14701,4672,280,2,1
14702,4673,38,1,1
14703,4673,280,2,1
14704,4674,279,1,1
14705,4674,280,2,1
14706,4675,38,1,1
14707,4675,279,1,2
14708,4675,280,2,1
14709,4676,279,1,1
14710,4676,286,2,1
14711,4676,280,4,1
14712,4677,279,1,1
14713,4677,286,2,1
14714,4677,280,4,1
14715,4678,279,1,1
14716,4678,280,2,1
14717,4678,273,2,2
14718,4678,280,4,1
14719,4678,273,4,2
14720,4678,547,4,3
14721,4679,279,1,1
14722,4679,273,2,1
14723,4679,273,4,1
14724,4679,508,4,2
14725,4680,548,1,1
14726,4680,280,2,1
14727,4680,34,3,1
14728,4680,280,4,1
14729,4681,548,1,1
14730,4681,280,2,1
14731,4681,102,3,1
14732,4681,280,4,1
14733,4682,548,1,1
14734,4682,280,2,1
14735,4682,102,3,1
14736,4682,280,4,1
14737,4683,548,1,1
14738,4683,280,2,1
14739,4683,280,4,1
14740,4684,548,1,1
14741,4684,280,2,1
14742,4684,280,4,1
14743,4685,549,1,1
14744,4685,550,1,2
14745,4685,280,2,1
14746,4685,280,4,1
14747,4686,279,1,1
14748,4686,280,2,1
14749,4687,279,1,1
14750,4687,280,2,1
14751,4688,279,1,1
14752,4688,280,2,1
14753,4689,279,1,1
14754,4689,280,2,1
14755,4690,279,1,1
14756,4690,280,2,1
14757,4691,279,1,1
14758,4691,280,2,1
14759,4692,30,1,1
14760,4692,30,2,1
14761,4692,485,3,1
14762,4692,4,4,1
14763,4693,6,1,1
14764,4693,11,2,1
14765,4693,122,4,1
14766,4694,431,1,1
14767,4694,431,2,1
14768,4694,162,4,1
14769,4694,98,4,2
14770,4694,475,4,3
14771,4695,409,1,1
14772,4695,81,2,1
14773,4695,414,3,1
14774,4695,57,4,1
14775,4696,439,1,1
14776,4696,439,2,1
14777,4696,195,4,1
14778,4697,551,1,1
14779,4697,280,2,1
14780,4698,551,1,1
14781,4698,280,2,1
14782,4699,551,1,1
14783,4699,280,2,1
14784,4700,551,1,1
14785,4700,280,2,1
14786,4701,551,1,1
14787,4701,280,2,1
14788,4702,279,1,1
14789,4702,280,2,1
14790,4702,280,4,1
14791,4702,252,4,2
14792,4703,279,1,1
14793,4703,280,2,1
14794,4703,280,4,1
14795,4703,252,4,2
14796,4704,279,1,1
14797,4704,280,2,1
14798,4704,280,4,1
14799,4704,252,4,2
14800,4705,279,1,1
14801,4705,280,2,1
14802,4705,280,4,1
14803,4705,252,4,2
14804,4706,279,1,1
14805,4706,280,2,1
14806,4706,280,4,1
14807,4706,252,4,2
14808,4707,279,1,1
14809,4707,280,2,1
14810,4707,252,4,1
14811,4708,279,1,1
14812,4708,280,2,1
14813,4708,280,4,1
14814,4708,252,4,2
14815,4709,279,1,1
14816,4709,280,2,1
14817,4709,280,4,1
14818,4709,252,4,2
14819,4710,279,1,1
14820,4710,280,2,1
14821,4710,280,4,1
14822,4710,252,4,2
14823,4711,280,1,1
14824,4711,280,2,1
14825,4711,15,3,1
14826,4711,434,4,1
14827,4711,252,4,2
14828,4712,280,1,1
14829,4712,280,2,1
14830,4712,15,3,1
14831,4712,434,4,1
14832,4712,252,4,2
14833,4713,315,1,1
14834,4713,280,2,1
14835,4713,280,4,1
14836,4713,252,4,2
14837,4714,315,1,1
14838,4714,280,2,1
14839,4714,280,4,1
14840,4714,252,4,2
14841,4715,315,1,1
14842,4715,280,2,1
14843,4715,280,4,1
14844,4715,252,4,2
14845,4716,315,1,1
14846,4716,280,2,1
14847,4716,280,4,1
14848,4716,252,4,2
14849,4717,315,1,1
14850,4717,280,2,1
14851,4717,280,4,1
14852,4717,252,4,2
14853,4718,315,1,1
14854,4718,280,2,1
14855,4718,280,4,1
14856,4718,252,4,2
14857,4719,315,1,1
14858,4719,280,2,1
14859,4719,280,4,1
14860,4719,252,4,2
14861,4720,315,1,1
14862,4720,280,2,1
14863,4720,102,3,1
14864,4720,280,4,1
14865,4720,252,4,2
14866,4721,508,1,1
14867,4721,280,2,1
14868,4721,252,4,1
14869,4722,508,1,1
14870,4722,280,2,1
14871,4722,252,4,1
14872,4723,508,1,1
14873,4723,280,2,1
14874,4723,252,4,1
14875,4724,508,1,1
14876,4724,280,2,1
14877,4724,252,4,1
14878,4725,508,1,1
14879,4725,280,2,1
14880,4725,252,4,1
14881,4726,508,1,1
14882,4726,280,2,1
14883,4726,252,4,1
14884,4727,280,1,1
14885,4727,280,2,1
14886,4727,252,4,1
14887,4728,280,1,1
14888,4728,280,2,1
14889,4728,252,4,1
14890,4729,280,1,1
14891,4729,280,2,1
14892,4729,252,4,1
14893,4730,280,1,1
14894,4730,280,2,1
14895,4730,252,4,1
14896,4731,280,1,1
14897,4731,280,2,1
14898,4731,252,4,1
14899,4732,280,1,1
14900,4732,280,2,1
14901,4732,434,4,1
14902,4732,252,4,2
14903,4733,280,1,1
14904,4733,280,2,1
14905,4733,434,4,1
14906,4733,252,4,2
14907,4734,280,1,1
14908,4734,280,2,1
14909,4734,252,4,1
14910,4735,280,1,1
14911,4735,280,2,1
14912,4735,252,4,1
14913,4736,280,1,1
14914,4736,280,2,1
14915,4736,252,4,1
14916,4737,280,1,1
14917,4737,280,2,1
14918,4737,252,4,1
14919,4738,280,1,1
14920,4738,280,2,1
14921,4738,252,4,1
14922,4739,280,1,1
14923,4739,280,2,1
14924,4739,252,4,1
14925,4740,280,1,1
14926,4740,280,2,1
14927,4740,434,4,1
14928,4740,252,4,2
14929,4741,280,1,1
14930,4741,280,2,1
14931,4741,252,4,1
14932,4742,280,1,1
14933,4742,280,2,1
14934,4742,434,4,1
14935,4742,252,4,2
14936,4743,280,1,1
14937,4743,280,2,1
14938,4743,252,4,1
14939,4744,280,1,1
14940,4744,280,2,1
14941,4744,434,4,1
14942,4744,252,4,2
14943,4745,280,1,1
14944,4745,280,2,1
14945,4745,434,4,1
14946,4745,252,4,2
14947,4746,280,1,1
14948,4746,280,2,1
14949,4746,434,4,1
14950,4746,252,4,2
14951,4747,280,1,1
14952,4747,280,2,1
14953,4747,434,4,1
14954,4747,252,4,2
14955,4748,280,1,1
14956,4748,280,2,1
14957,4748,434,4,1
14958,4748,252,4,2
14959,4749,280,1,1
14960,4749,280,2,1
14961,4749,434,4,1
14962,4749,252,4,2
14963,4750,280,1,1
14964,4750,280,2,1
14965,4750,434,4,1
14966,4750,252,4,2
14967,4751,15,1,1
14968,4751,280,2,1
14969,4751,15,3,1
14970,4751,252,4,1
14971,4752,15,1,1
14972,4752,280,2,1
14973,4752,15,3,1
14974,4752,252,4,1
14975,4753,15,1,1
14976,4753,280,2,1
14977,4753,15,3,1
14978,4753,252,4,1
14979,4754,15,1,1
14980,4754,280,2,1
14981,4754,15,3,1
14982,4754,252,4,1
14983,4755,15,1,1
14984,4755,280,2,1
14985,4755,15,3,1
14986,4755,252,4,1
14987,4756,15,1,1
14988,4756,280,2,1
14989,4756,15,3,1
14990,4756,252,4,1
14991,4757,6,1,1
14992,4757,280,2,1
14993,4757,34,3,1
14994,4757,280,4,1
14995,4757,252,4,2
14996,4758,6,1,1
14997,4758,280,2,1
14998,4758,34,3,1
14999,4758,280,4,1
15000,4758,252,4,2
15001,4759,6,1,1
15002,4759,280,2,1
15003,4759,34,3,1
15004,4759,280,4,1
15005,4759,252,4,2
15006,4760,6,1,1
15007,4760,280,2,1
15008,4760,34,3,1
15009,4760,280,4,1
15010,4760,252,4,2
15011,4761,15,1,1
15012,4761,89,2,1
15013,4761,102,3,1
15014,4761,280,4,1
15015,4761,252,4,2
15016,4762,280,1,1
15017,4762,280,2,1
15018,4762,102,3,1
15019,4762,434,4,1
15020,4763,9,1,1
15021,4763,280,2,1
15022,4763,102,3,1
15023,4763,252,4,1
15024,4764,9,1,1
15025,4764,280,2,1
15026,4764,102,3,1
15027,4764,252,4,1
15028,4765,9,1,1
15029,4765,280,2,1
15030,4765,102,3,1
15031,4765,252,4,1
15032,4766,280,1,1
15033,4766,280,2,1
15034,4766,102,3,1
15035,4766,434,4,1
15036,4767,280,1,1
15037,4767,280,2,1
15038,4767,102,3,1
15039,4767,434,4,1
15040,4768,280,1,1
15041,4768,280,2,1
15042,4768,102,3,1
15043,4768,434,4,1
15044,4769,280,1,1
15045,4769,280,2,1
15046,4769,102,3,1
15047,4769,252,4,1
15048,4770,9,1,1
15049,4770,280,2,1
15050,4770,102,3,1
15051,4770,280,4,1
15052,4771,9,1,1
15053,4771,280,2,1
15054,4771,102,3,1
15055,4771,280,4,1
15056,4772,9,1,1
15057,4772,280,2,1
15058,4772,102,3,1
15059,4772,280,4,1
15060,4773,9,1,1
15061,4773,280,2,1
15062,4773,102,3,1
15063,4773,280,4,1
15064,4774,9,1,1
15065,4774,280,2,1
15066,4774,102,3,1
15067,4774,280,4,1
15068,4775,280,1,1
15069,4775,280,2,1
15070,4775,532,4,1
15071,4776,280,1,1
15072,4776,280,2,1
15073,4776,532,4,1
15074,4777,280,1,1
15075,4777,280,2,1
15076,4777,532,4,1
15077,4778,280,1,1
15078,4778,280,2,1
15079,4779,9,1,1
15080,4779,280,2,1
15081,4779,102,3,1
15082,4780,9,1,1
15083,4780,280,2,1
15084,4780,102,3,1
15085,4781,9,1,1
15086,4781,280,2,1
15087,4781,102,3,1
15088,4782,9,1,1
15089,4782,280,2,1
15090,4782,102,3,1
15091,4783,9,1,1
15092,4783,280,2,1
15093,4783,102,3,1
15094,4784,280,1,1
15095,4784,280,2,1
15096,4784,434,4,1
15097,4785,280,1,1
15098,4785,280,2,1
15099,4785,434,4,1
15100,4786,280,1,1
15101,4786,280,2,1
15102,4786,434,4,1
15103,4787,9,1,1
15104,4787,280,2,1
15105,4787,102,3,1
15106,4788,9,1,1
15107,4788,280,2,1
15108,4789,280,1,1
15109,4789,280,2,1
15110,4789,102,3,1
15111,4789,434,4,1
15112,4790,280,1,1
15113,4790,280,2,1
15114,4790,102,3,1
15115,4790,434,4,1
15116,4791,280,1,1
15117,4791,280,2,1
15118,4791,102,3,1
15119,4791,434,4,1
15120,4792,280,1,1
15121,4792,280,2,1
15122,4792,102,3,1
15123,4792,434,4,1
15124,4793,280,1,1
15125,4793,280,2,1
15126,4793,102,3,1
15127,4793,434,4,1
15128,4794,280,1,1
15129,4794,280,2,1
15130,4794,102,3,1
15131,4794,434,4,1
15132,4795,280,1,1
15133,4795,280,2,1
15134,4795,102,3,1
15135,4795,434,4,1
15136,4796,280,1,1
15137,4796,280,2,1
15138,4796,102,3,1
15139,4796,434,4,1
15140,4797,280,1,1
15141,4797,280,2,1
15142,4797,102,3,1
15143,4797,434,4,1
15144,4798,280,1,1
15145,4798,280,2,1
15146,4798,102,3,1
15147,4798,434,4,1
15148,4799,280,1,1
15149,4799,280,2,1
15150,4799,102,3,1
15151,4799,434,4,1
15152,4799,252,4,2
15153,4800,280,1,1
15154,4800,280,2,1
15155,4800,102,3,1
15156,4800,434,4,1
15157,4800,252,4,2
15158,4801,315,1,1
15159,4801,280,2,1
15160,4801,280,4,1
15161,4801,252,4,2
15162,4802,280,1,1
15163,4802,280,2,1
15164,4802,102,3,1
15165,4802,434,4,1
15166,4803,280,1,1
15167,4803,280,2,1
15168,4803,102,3,1
15169,4803,434,4,1
15170,4804,280,1,1
15171,4804,280,2,1
15172,4804,102,3,1
15173,4804,434,4,1
15174,4805,280,1,1
15175,4805,280,2,1
15176,4805,102,3,1
15177,4805,434,4,1
15178,4805,252,4,2
15179,4806,280,1,1
15180,4806,280,2,1
15181,4806,102,3,1
15182,4806,434,4,1
15183,4806,252,4,2
15184,4807,89,1,1
15185,4807,89,2,1
15186,4807,102,3,1
15187,4807,280,4,1
15188,4807,252,4,2
15189,4808,89,1,1
15190,4808,89,2,1
15191,4808,102,3,1
15192,4808,280,4,1
15193,4808,252,4,2
15194,4809,89,1,1
15195,4809,89,2,1
15196,4809,102,3,1
15197,4809,280,4,1
15198,4809,252,4,2
15199,4810,89,1,1
15200,4810,89,2,1
15201,4810,102,3,1
15202,4810,280,4,1
15203,4810,252,4,2
15204,4811,89,1,1
15205,4811,89,2,1
15206,4811,102,3,1
15207,4811,280,4,1
15208,4811,252,4,2
15209,4812,280,1,1
15210,4812,280,2,1
15211,4812,102,3,1
15212,4812,434,4,1
15213,4813,15,1,1
15214,4813,280,2,1
15215,4813,102,3,1
15216,4813,280,4,1
15217,4813,252,4,2
15218,4814,280,1,1
15219,4814,280,2,1
15220,4814,102,3,1
15221,4814,434,4,1
15222,4815,280,1,1
15223,4815,280,2,1
15224,4815,102,3,1
15225,4815,434,4,1
15226,4816,315,1,1
15227,4816,280,2,1
15228,4816,280,4,1
15229,4816,252,4,2
15230,4817,27,1,1
15231,4817,280,2,1
15232,4817,102,3,1
15233,4817,280,4,1
15234,4817,252,4,2
15235,4818,27,1,1
15236,4818,280,2,1
15237,4818,102,3,1
15238,4818,280,4,1
15239,4818,252,4,2
15240,4819,315,1,1
15241,4819,280,2,1
15242,4819,280,4,1
15243,4819,252,4,2
15244,4820,552,1,1
15245,4820,280,2,1
15246,4820,102,3,1
15247,4820,280,4,1
15248,4820,252,4,2
15249,4821,552,1,1
15250,4821,280,2,1
15251,4821,102,3,1
15252,4821,280,4,1
15253,4822,27,1,1
15254,4822,280,2,1
15255,4822,102,3,1
15256,4822,280,4,1
15257,4823,432,1,1
15258,4823,280,2,1
15259,4823,102,3,1
15260,4823,280,4,1
15261,4824,315,1,1
15262,4824,280,2,1
15263,4824,280,4,1
15264,4824,252,4,2
15265,4825,315,1,1
15266,4825,280,2,1
15267,4825,280,4,1
15268,4825,252,4,2
15269,4826,315,1,1
15270,4826,280,2,1
15271,4826,280,4,1
15272,4827,280,1,1
15273,4827,280,2,1
15274,4827,434,4,1
15275,4827,252,4,2
15276,4828,552,1,1
15277,4828,280,2,1
15278,4828,15,3,1
15279,4828,280,4,1
15280,4828,252,4,2
15281,4829,552,1,1
15282,4829,280,2,1
15283,4829,15,3,1
15284,4829,280,4,1
15285,4829,252,4,2
15286,4830,280,1,1
15287,4830,280,2,1
15288,4830,15,3,1
15289,4830,252,4,1
15290,4831,553,1,1
15291,4831,280,2,1
15292,4831,15,3,1
15293,4831,280,4,1
15294,4831,252,4,2
15295,4832,541,1,1
15296,4832,280,2,1
15297,4832,15,3,1
15298,4832,280,4,1
15299,4832,252,4,2
15300,4833,553,1,1
15301,4833,280,2,1
15302,4833,15,3,1
15303,4833,280,4,1
15304,4833,252,4,2
15305,4834,513,1,1
15306,4834,280,2,1
15307,4834,15,3,1
15308,4834,280,4,1
15309,4834,252,4,2
15310,4835,280,1,1
15311,4835,280,2,1
15312,4835,280,4,1
15313,4835,252,4,2
15314,4836,15,1,1
15315,4836,280,2,1
15316,4836,15,3,1
15317,4836,280,4,1
15318,4836,252,4,2
15319,4837,15,1,1
15320,4837,280,2,1
15321,4837,15,3,1
15322,4837,280,4,1
15323,4837,252,4,2
15324,4838,554,1,1
15325,4838,280,2,1
15326,4838,252,3,1
15327,4838,280,4,1
15328,4838,434,4,2
15329,4839,280,1,1
15330,4839,280,2,1
15331,4839,434,4,1
15332,4839,252,4,2
15333,4840,280,1,1
15334,4840,280,2,1
15335,4840,434,4,1
15336,4840,252,4,2
15337,4841,280,1,1
15338,4841,280,2,1
15339,4841,434,4,1
15340,4841,252,4,2
15341,4842,280,1,1
15342,4842,280,2,1
15343,4842,434,4,1
15344,4842,252,4,2
15345,4843,280,1,1
15346,4843,280,2,1
15347,4843,434,4,1
15348,4843,252,4,2
15349,4844,280,1,1
15350,4844,280,2,1
15351,4844,434,4,1
15352,4844,252,4,2
15353,4845,280,1,1
15354,4845,280,2,1
15355,4845,434,4,1
15356,4845,252,4,2
15357,4846,280,1,1
15358,4846,280,2,1
15359,4846,15,3,1
15360,4846,434,4,1
15361,4846,252,4,2
15362,4847,280,1,1
15363,4847,280,2,1
15364,4847,15,3,1
15365,4847,434,4,1
15366,4847,252,4,2
15367,4848,280,1,1
15368,4848,280,2,1
15369,4848,15,3,1
15370,4848,434,4,1
15371,4848,252,4,2
15372,4849,280,1,1
15373,4849,280,2,1
15374,4849,15,3,1
15375,4849,434,4,1
15376,4849,252,4,2
15377,4850,280,1,1
15378,4850,280,2,1
15379,4850,15,3,1
15380,4850,434,4,1
15381,4850,252,4,2
15382,4851,280,1,1
15383,4851,280,2,1
15384,4851,15,3,1
15385,4851,434,4,1
15386,4851,252,4,2
15387,4852,280,1,1
15388,4852,280,2,1
15389,4852,15,3,1
15390,4852,434,4,1
15391,4852,252,4,2
15392,4853,280,1,1
15393,4853,280,2,1
15394,4853,15,3,1
15395,4853,434,4,1
15396,4853,252,4,2
15397,4854,280,1,1
15398,4854,280,2,1
15399,4854,15,3,1
15400,4854,434,4,1
15401,4854,252,4,2
15402,4855,536,1,1
15403,4855,280,2,1
15404,4855,15,3,1
15405,4855,280,4,1
15406,4855,252,4,2
15407,4856,280,1,1
15408,4856,280,2,1
15409,4856,15,3,1
15410,4856,434,4,1
15411,4856,252,4,2
15412,4857,280,1,1
15413,4857,280,2,1
15414,4857,15,3,1
15415,4857,434,4,1
15416,4857,252,4,2
15417,4858,536,1,1
15418,4858,280,2,1
15419,4858,15,3,1
15420,4858,280,4,1
15421,4858,252,4,2
15422,4859,536,1,1
15423,4859,280,2,1
15424,4859,15,3,1
15425,4859,280,4,1
15426,4859,252,4,2
15427,4860,536,1,1
15428,4860,280,2,1
15429,4860,15,3,1
15430,4860,280,4,1
15431,4860,252,4,2
15432,4861,280,1,1
15433,4861,280,2,1
15434,4861,15,3,1
15435,4861,434,4,1
15436,4861,252,4,2
15437,4862,280,1,1
15438,4862,280,2,1
15439,4862,15,3,1
15440,4862,434,4,1
15441,4862,252,4,2
15442,4863,280,1,1
15443,4863,280,2,1
15444,4863,434,4,1
15445,4863,252,4,2
15446,4864,280,1,1
15447,4864,280,2,1
15448,4864,434,4,1
15449,4864,252,4,2
15450,4865,280,1,1
15451,4865,280,2,1
15452,4865,434,4,1
15453,4865,252,4,2
15454,4866,280,1,1
15455,4866,280,2,1
15456,4866,15,3,1
15457,4866,434,4,1
15458,4866,252,4,2
15459,4867,280,1,1
15460,4867,280,2,1
15461,4867,434,4,1
15462,4867,252,4,2
15463,4868,280,1,1
15464,4868,280,2,1
15465,4868,15,3,1
15466,4868,434,4,1
15467,4868,252,4,2
15468,4869,27,1,1
15469,4869,280,2,1
15470,4869,15,3,1
15471,4869,280,4,1
15472,4869,252,4,2
15473,4870,547,1,1
15474,4870,280,2,1
15475,4870,273,4,1
15476,4871,280,1,1
15477,4871,280,2,1
15478,4871,434,4,1
15479,4871,252,4,2
15480,4872,280,1,1
15481,4872,280,2,1
15482,4872,434,4,1
15483,4872,252,4,2
15484,4873,519,1,1
15485,4873,89,2,1
15486,4873,280,4,1
15487,4873,252,4,2
15488,4874,280,1,1
15489,4874,280,2,1
15490,4875,280,1,1
15491,4875,280,2,1
15492,4876,280,1,1
15493,4876,280,2,1
15494,4877,280,1,1
15495,4877,280,2,1
15496,4878,280,1,1
15497,4878,280,2,1
15498,4879,279,1,1
15499,4879,555,2,1
15500,4879,434,4,1
15501,4879,280,4,2
15502,4880,279,1,1
15503,4880,555,2,1
15504,4880,280,4,1
15505,4881,279,1,1
15506,4881,555,2,1
15507,4881,434,4,1
15508,4881,280,4,2
15509,4882,258,1,1
15510,4882,258,2,1
15511,4882,432,2,2
15512,4883,279,1,1
15513,4883,258,2,1
15514,4883,432,2,2
15515,4884,315,1,1
15516,4884,280,2,1
15517,4884,102,3,1
15518,4884,280,4,1
15519,4884,252,4,2
15520,4885,315,1,1
15521,4885,280,2,1
15522,4885,102,3,1
15523,4885,280,4,1
15524,4885,252,4,2
15525,4886,315,1,1
15526,4886,280,2,1
15527,4886,102,3,1
15528,4886,280,4,1
15529,4886,252,4,2
15530,4887,556,1,1
15531,4887,89,2,1
15532,4887,280,4,1
15533,4887,252,4,2
15534,4888,315,1,1
15535,4888,89,2,1
15536,4888,102,3,1
15537,4888,252,4,1
15538,4889,315,1,1
15539,4889,280,2,1
15540,4889,102,3,1
15541,4889,280,4,1
15542,4889,252,4,2
15543,4890,315,1,1
15544,4890,280,2,1
15545,4890,102,3,1
15546,4890,280,4,1
15547,4890,252,4,2
15548,4891,315,1,1
15549,4891,280,2,1
15550,4891,102,3,1
15551,4891,280,4,1
15552,4891,252,4,2
15553,4892,315,1,1
15554,4892,89,2,1
15555,4892,252,4,1
15556,4893,315,1,1
15557,4893,89,2,1
15558,4893,280,4,1
15559,4893,252,4,2
15560,4894,216,1,1
15561,4894,280,2,1
15562,4894,102,3,1
15563,4894,434,4,1
15564,4894,252,4,2
15565,4895,315,1,1
15566,4895,89,2,1
15567,4895,280,4,1
15568,4895,252,4,2
15569,4896,216,1,1
15570,4896,280,2,1
15571,4896,102,3,1
15572,4896,434,4,1
15573,4896,252,4,2
15574,4897,216,1,1
15575,4897,280,2,1
15576,4897,349,3,1
15577,4897,434,4,1
15578,4897,252,4,2
15579,4898,428,1,1
15580,4898,258,2,1
15581,4898,252,4,1
15582,4899,428,1,1
15583,4899,258,2,1
15584,4899,252,4,1
15585,4900,428,1,1
15586,4900,258,2,1
15587,4900,557,4,1
15588,4901,428,1,1
15589,4901,280,2,1
15590,4901,102,3,1
15591,4901,280,4,1
15592,4901,252,4,2
15593,4902,428,1,1
15594,4902,280,2,1
15595,4902,102,3,1
15596,4902,280,4,1
15597,4902,252,4,2
15598,4903,428,1,1
15599,4903,280,2,1
15600,4903,102,3,1
15601,4903,280,4,1
15602,4903,252,4,2
15603,4904,428,1,1
15604,4904,280,2,1
15605,4904,102,3,1
15606,4904,280,4,1
15607,4904,252,4,2
15608,4905,537,1,1
15609,4905,280,2,1
15610,4905,102,3,1
15611,4905,531,4,1
15612,4905,252,4,2
15613,4906,428,1,1
15614,4906,280,2,1
15615,4906,102,3,1
15616,4906,280,4,1
15617,4907,537,1,1
15618,4907,280,2,1
15619,4907,102,3,1
15620,4907,531,4,1
15621,4907,252,4,2
15622,4908,428,1,1
15623,4908,280,2,1
15624,4908,102,3,1
15625,4908,280,4,1
15626,4909,428,1,1
15627,4909,280,2,1
15628,4909,102,3,1
15629,4909,280,4,1
15630,4910,428,1,1
15631,4910,280,2,1
15632,4910,102,3,1
15633,4910,280,4,1
15634,4911,428,1,1
15635,4911,280,2,1
15636,4911,102,3,1
15637,4911,280,4,1
15638,4912,279,1,1
15639,4912,280,2,1
15640,4912,102,3,1
15641,4912,280,4,1
15642,4913,428,1,1
15643,4913,280,2,1
15644,4913,102,3,1
15645,4913,280,4,1
15646,4914,428,1,1
15647,4914,280,2,1
15648,4914,102,3,1
15649,4914,280,4,1
15650,4915,428,1,1
15651,4915,280,2,1
15652,4915,102,3,1
15653,4915,280,4,1
15654,4916,428,1,1
15655,4916,280,2,1
15656,4916,102,3,1
15657,4916,280,4,1
15658,4917,273,1,1
15659,4917,280,2,1
15660,4917,102,3,1
15661,4917,280,4,1
15662,4918,428,1,1
15663,4918,280,2,1
15664,4918,102,3,1
15665,4918,280,4,1
15666,4919,428,1,1
15667,4919,280,2,1
15668,4919,102,3,1
15669,4919,280,4,1
15670,4920,428,1,1
15671,4920,280,2,1
15672,4920,102,3,1
15673,4920,280,4,1
15674,4921,280,1,1
15675,4921,280,2,1
15676,4921,532,4,1
15677,4922,428,1,1
15678,4922,280,2,1
15679,4922,102,3,1
15680,4922,280,4,1
15681,4923,280,1,1
15682,4923,280,2,1
15683,4924,428,1,1
15684,4924,280,2,1
15685,4924,102,3,1
15686,4924,280,4,1
15687,4925,280,1,1
15688,4925,280,2,1
15689,4926,280,1,1
15690,4926,280,2,1
15691,4927,428,1,1
15692,4927,280,2,1
15693,4927,102,3,1
15694,4927,280,4,1
15695,4928,428,1,1
15696,4928,280,2,1
15697,4928,102,3,1
15698,4928,280,4,1
15699,4929,428,1,1
15700,4929,280,2,1
15701,4929,102,3,1
15702,4929,280,4,1
15703,4930,280,1,1
15704,4930,280,2,1
15705,4930,434,4,1
15706,4931,216,1,1
15707,4931,280,2,1
15708,4931,280,4,1
15709,4932,216,1,1
15710,4932,280,2,1
15711,4932,280,4,1
15712,4932,252,4,2
15713,4933,216,1,1
15714,4933,280,2,1
15715,4933,280,4,1
15716,4933,252,4,2
15717,4934,216,1,1
15718,4934,280,2,1
15719,4934,102,3,1
15720,4934,280,4,1
15721,4934,252,4,2
15722,4935,216,1,1
15723,4935,280,2,1
15724,4935,102,3,1
15725,4935,280,4,1
15726,4935,252,4,2
15727,4936,216,1,1
15728,4936,280,2,1
15729,4936,280,4,1
15730,4936,252,4,2
15731,4937,248,1,1
15732,4937,280,2,1
15733,4937,432,4,1
15734,4938,279,1,1
15735,4938,89,2,1
15736,4938,280,4,1
15737,4939,216,1,1
15738,4939,216,2,1
15739,4939,544,4,1
15740,4940,315,1,1
15741,4940,280,2,1
15742,4940,280,4,1
15743,4940,252,4,2
15744,4941,315,1,1
15745,4941,280,2,1
15746,4941,280,4,1
15747,4941,252,4,2
15748,4942,315,1,1
15749,4942,280,2,1
15750,4942,280,4,1
15751,4942,252,4,2
15752,4943,315,1,1
15753,4943,280,2,1
15754,4943,280,4,1
15755,4943,252,4,2
15756,4944,315,1,1
15757,4944,280,2,1
15758,4944,280,4,1
15759,4944,252,4,2
15760,4945,315,1,1
15761,4945,280,2,1
15762,4945,102,3,1
15763,4945,280,4,1
15764,4945,252,4,2
15765,4946,315,1,1
15766,4946,280,2,1
15767,4946,102,3,1
15768,4946,280,4,1
15769,4946,252,4,2
15770,4947,315,1,1
15771,4947,280,2,1
15772,4947,102,3,1
15773,4947,280,4,1
15774,4947,252,4,2
15775,4948,315,1,1
15776,4948,280,2,1
15777,4948,280,4,1
15778,4948,252,4,2
15779,4949,248,1,1
15780,4949,280,2,1
15781,4949,280,4,1
15782,4949,252,4,2
15783,4950,315,1,1
